;   characteristic Earth spectrum at quadrature phase
;   from Virtual Planetary Laboratory 3-D spectral Earth model:
;   Robinson, T.D, Meadows, V.S., et al. 2011, Astrobiology, 11, 393.
;
;   contact: Tyler Robinson (robinson.tyler.d@gmail.com)
;
;   wavelength    intensity   solar flux   reflectance
;     [um]      [W/m**2/um/sr][W/m**2/um]
     0.100667 -5.73580e-13     0.797452 -2.25964e-12
     0.100668 -5.73566e-13     0.797432 -2.25964e-12
     0.100669 -5.73551e-13     0.797411 -2.25964e-12
     0.100670 -5.73536e-13     0.797391 -2.25964e-12
     0.100671 -5.73522e-13     0.797371 -2.25964e-12
     0.100672 -5.73507e-13     0.797350 -2.25964e-12
     0.100674 -5.73493e-13     0.797330 -2.25964e-12
     0.100675 -5.73478e-13     0.797310 -2.25964e-12
     0.100676 -5.73463e-13     0.797289 -2.25964e-12
     0.100677 -5.73449e-13     0.797269 -2.25964e-12
     0.100678 -5.73434e-13     0.797249 -2.25964e-12
     0.100679 -5.73420e-13     0.797228 -2.25964e-12
     0.100680 -5.73405e-13     0.797208 -2.25964e-12
     0.100681 -5.73390e-13     0.797188 -2.25964e-12
     0.100682 -5.73375e-13     0.797167 -2.25964e-12
     0.100683 -5.73361e-13     0.797147 -2.25964e-12
     0.100684 -5.73346e-13     0.797127 -2.25964e-12
     0.100685 -5.73332e-13     0.797106 -2.25964e-12
     0.100686 -5.73317e-13     0.797086 -2.25964e-12
     0.100687 -5.73302e-13     0.797066 -2.25964e-12
     0.100688 -5.73288e-13     0.797045 -2.25964e-12
     0.100689 -5.73273e-13     0.797025 -2.25964e-12
     0.100690 -5.73259e-13     0.797005 -2.25964e-12
     0.100691 -5.73244e-13     0.796984 -2.25964e-12
     0.100692 -5.73229e-13     0.796964 -2.25964e-12
     0.100693 -5.73215e-13     0.796944 -2.25964e-12
     0.100694 -5.73200e-13     0.796923 -2.25964e-12
     0.100695 -5.73185e-13     0.796903 -2.25964e-12
     0.100696 -5.73171e-13     0.796883 -2.25964e-12
     0.100697 -5.73156e-13     0.796862 -2.25964e-12
     0.100698 -5.73141e-13     0.796842 -2.25964e-12
     0.100699 -5.73127e-13     0.796822 -2.25964e-12
     0.100700 -5.73112e-13     0.796801 -2.25964e-12
     0.100701 -5.73098e-13     0.796781 -2.25964e-12
     0.100702 -5.73083e-13     0.796761 -2.25964e-12
     0.100703 -5.73068e-13     0.796740 -2.25964e-12
     0.100704 -5.73054e-13     0.796720 -2.25964e-12
     0.100705 -5.73039e-13     0.796700 -2.25964e-12
     0.100706 -5.73024e-13     0.796679 -2.25964e-12
     0.100707 -5.73010e-13     0.796659 -2.25964e-12
     0.100708 -5.72995e-13     0.796639 -2.25964e-12
     0.100709 -5.72981e-13     0.796618 -2.25964e-12
     0.100710 -5.72966e-13     0.796598 -2.25964e-12
     0.100711 -5.72951e-13     0.796578 -2.25964e-12
     0.100712 -5.72937e-13     0.796557 -2.25964e-12
     0.100713 -5.72922e-13     0.796537 -2.25964e-12
     0.100714 -5.72907e-13     0.796516 -2.25964e-12
     0.100715 -5.72893e-13     0.796496 -2.25964e-12
     0.100716 -5.72878e-13     0.796476 -2.25964e-12
     0.100717 -5.72863e-13     0.796455 -2.25964e-12
     0.100718 -5.72849e-13     0.796435 -2.25964e-12
     0.100719 -5.72834e-13     0.796415 -2.25964e-12
     0.100720 -5.72820e-13     0.796394 -2.25964e-12
     0.100721 -5.72805e-13     0.796374 -2.25964e-12
     0.100722 -5.72790e-13     0.796354 -2.25964e-12
     0.100723 -5.72776e-13     0.796333 -2.25964e-12
     0.100724 -5.72761e-13     0.796313 -2.25964e-12
     0.100725 -5.72746e-13     0.796293 -2.25964e-12
     0.100726 -5.72732e-13     0.796272 -2.25964e-12
     0.100727 -5.72717e-13     0.796252 -2.25964e-12
     0.100728 -5.72702e-13     0.796232 -2.25964e-12
     0.100729 -5.72688e-13     0.796211 -2.25964e-12
     0.100730 -5.72673e-13     0.796191 -2.25964e-12
     0.100731 -5.72659e-13     0.796171 -2.25964e-12
     0.100732 -5.72644e-13     0.796150 -2.25964e-12
     0.100733 -5.72629e-13     0.796130 -2.25964e-12
     0.100734 -5.72615e-13     0.796109 -2.25964e-12
     0.100735 -5.72600e-13     0.796089 -2.25964e-12
     0.100736 -5.72585e-13     0.796069 -2.25964e-12
     0.100737 -5.72571e-13     0.796048 -2.25964e-12
     0.100738 -5.72556e-13     0.796028 -2.25964e-12
     0.100739 -5.72541e-13     0.796008 -2.25964e-12
     0.100740 -5.72527e-13     0.795987 -2.25964e-12
     0.100741 -5.72512e-13     0.795967 -2.25964e-12
     0.100742 -5.72497e-13     0.795947 -2.25964e-12
     0.100743 -5.72483e-13     0.795926 -2.25964e-12
     0.100745 -5.72468e-13     0.795906 -2.25964e-12
     0.100746 -5.72454e-13     0.795886 -2.25964e-12
     0.100747 -5.72439e-13     0.795865 -2.25964e-12
     0.100748 -5.72424e-13     0.795845 -2.25964e-12
     0.100749 -5.72410e-13     0.795824 -2.25964e-12
     0.100750 -5.72395e-13     0.795804 -2.25964e-12
     0.100751 -5.72380e-13     0.795784 -2.25964e-12
     0.100752 -5.72366e-13     0.795763 -2.25964e-12
     0.100753 -5.72351e-13     0.795743 -2.25964e-12
     0.100754 -5.72336e-13     0.795723 -2.25964e-12
     0.100755 -5.72322e-13     0.795702 -2.25964e-12
     0.100756 -5.72307e-13     0.795682 -2.25964e-12
     0.100757 -5.72292e-13     0.795662 -2.25964e-12
     0.100758 -5.72278e-13     0.795641 -2.25964e-12
     0.100759 -5.72263e-13     0.795621 -2.25964e-12
     0.100760 -5.72249e-13     0.795600 -2.25964e-12
     0.100761 -5.72234e-13     0.795580 -2.25964e-12
     0.100762 -5.72219e-13     0.795560 -2.25964e-12
     0.100763 -5.72205e-13     0.795539 -2.25964e-12
     0.100764 -5.72190e-13     0.795519 -2.25964e-12
     0.100765 -5.72175e-13     0.795499 -2.25964e-12
     0.100766 -5.72161e-13     0.795478 -2.25964e-12
     0.100767 -5.72146e-13     0.795458 -2.25964e-12
     0.100768 -5.72131e-13     0.795438 -2.25964e-12
     0.100769 -5.72117e-13     0.795417 -2.25964e-12
     0.100770 -5.72102e-13     0.795397 -2.25964e-12
     0.100771 -5.72087e-13     0.795376 -2.25964e-12
     0.100772 -5.72073e-13     0.795356 -2.25964e-12
     0.100773 -5.72058e-13     0.795336 -2.25964e-12
     0.100774 -5.72043e-13     0.795315 -2.25964e-12
     0.100775 -5.72029e-13     0.795295 -2.25964e-12
     0.100776 -5.72014e-13     0.795275 -2.25964e-12
     0.100777 -5.71999e-13     0.795254 -2.25964e-12
     0.100778 -5.71985e-13     0.795234 -2.25964e-12
     0.100779 -5.71970e-13     0.795213 -2.25964e-12
     0.100780 -5.71955e-13     0.795193 -2.25964e-12
     0.100781 -5.71941e-13     0.795173 -2.25964e-12
     0.100782 -5.71926e-13     0.795152 -2.25964e-12
     0.100783 -5.71911e-13     0.795132 -2.25964e-12
     0.100784 -5.71897e-13     0.795112 -2.25964e-12
     0.100785 -5.71882e-13     0.795091 -2.25964e-12
     0.100786 -5.71868e-13     0.795071 -2.25964e-12
     0.100787 -5.71853e-13     0.795050 -2.25964e-12
     0.100788 -5.71838e-13     0.795030 -2.25964e-12
     0.100789 -5.71824e-13     0.795010 -2.25964e-12
     0.100790 -5.71809e-13     0.794989 -2.25964e-12
     0.100791 -5.71794e-13     0.794969 -2.25964e-12
     0.100792 -5.71780e-13     0.794948 -2.25964e-12
     0.100793 -5.71765e-13     0.794928 -2.25964e-12
     0.100794 -5.71750e-13     0.794908 -2.25964e-12
     0.100795 -5.71736e-13     0.794887 -2.25964e-12
     0.100796 -5.71721e-13     0.794867 -2.25964e-12
     0.100797 -5.71706e-13     0.794847 -2.25964e-12
     0.100798 -5.71692e-13     0.794826 -2.25964e-12
     0.100799 -5.71677e-13     0.794806 -2.25964e-12
     0.100800 -5.71662e-13     0.794785 -2.25964e-12
     0.100801 -5.71648e-13     0.794765 -2.25964e-12
     0.100802 -5.71633e-13     0.794745 -2.25964e-12
     0.100803 -5.71618e-13     0.794724 -2.25964e-12
     0.100804 -5.71604e-13     0.794704 -2.25964e-12
     0.100805 -5.71589e-13     0.794684 -2.25964e-12
     0.100806 -5.71574e-13     0.794663 -2.25964e-12
     0.100807 -5.71560e-13     0.794643 -2.25964e-12
     0.100808 -5.71545e-13     0.794622 -2.25964e-12
     0.100809 -5.71530e-13     0.794602 -2.25964e-12
     0.100811 -5.71516e-13     0.794582 -2.25964e-12
     0.100812 -5.71501e-13     0.794561 -2.25964e-12
     0.100813 -5.71486e-13     0.794541 -2.25964e-12
     0.100814 -5.71472e-13     0.794520 -2.25964e-12
     0.100815 -5.71457e-13     0.794500 -2.25964e-12
     0.100816 -5.71442e-13     0.794480 -2.25964e-12
     0.100817 -5.71428e-13     0.794459 -2.25964e-12
     0.100818 -5.71413e-13     0.794439 -2.25964e-12
     0.100819 -5.71398e-13     0.794419 -2.25964e-12
     0.100820 -5.71384e-13     0.794398 -2.25964e-12
     0.100821 -5.71369e-13     0.794378 -2.25964e-12
     0.100822 -5.71354e-13     0.794357 -2.25964e-12
     0.100823 -5.71340e-13     0.794337 -2.25964e-12
     0.100824 -5.71325e-13     0.794317 -2.25964e-12
     0.100825 -5.71310e-13     0.794296 -2.25964e-12
     0.100826 -5.71296e-13     0.794276 -2.25964e-12
     0.100827 -5.71281e-13     0.794255 -2.25964e-12
     0.100828 -5.71266e-13     0.794235 -2.25964e-12
     0.100829 -5.71252e-13     0.794215 -2.25964e-12
     0.100830 -5.71237e-13     0.794194 -2.25964e-12
     0.100831 -5.71222e-13     0.794174 -2.25964e-12
     0.100832 -5.71208e-13     0.794153 -2.25964e-12
     0.100833 -5.71193e-13     0.794133 -2.25964e-12
     0.100834 -5.71178e-13     0.794113 -2.25964e-12
     0.100835 -5.71164e-13     0.794092 -2.25964e-12
     0.100836 -5.71149e-13     0.794072 -2.25964e-12
     0.100837 -5.71134e-13     0.794051 -2.25964e-12
     0.100838 -5.71120e-13     0.794031 -2.25964e-12
     0.100839 -5.71105e-13     0.794011 -2.25964e-12
     0.100840 -5.71090e-13     0.793990 -2.25964e-12
     0.100841 -5.71076e-13     0.793970 -2.25964e-12
     0.100842 -5.71061e-13     0.793949 -2.25964e-12
     0.100843 -5.71046e-13     0.793929 -2.25964e-12
     0.100844 -5.71032e-13     0.793909 -2.25964e-12
     0.100845 -5.71017e-13     0.793888 -2.25964e-12
     0.100846 -5.71002e-13     0.793868 -2.25964e-12
     0.100847 -5.70988e-13     0.793847 -2.25964e-12
     0.100848 -5.70973e-13     0.793827 -2.25964e-12
     0.100849 -5.70958e-13     0.793807 -2.25964e-12
     0.100850 -5.70944e-13     0.793786 -2.25964e-12
     0.100851 -5.70929e-13     0.793766 -2.25964e-12
     0.100852 -5.70914e-13     0.793746 -2.25964e-12
     0.100853 -5.70900e-13     0.793725 -2.25964e-12
     0.100854 -5.70885e-13     0.793705 -2.25964e-12
     0.100855 -5.70870e-13     0.793684 -2.25964e-12
     0.100856 -5.70856e-13     0.793664 -2.25964e-12
     0.100857 -5.70841e-13     0.793643 -2.25964e-12
     0.100858 -5.70826e-13     0.793623 -2.25964e-12
     0.100859 -5.70812e-13     0.793603 -2.25964e-12
     0.100860 -5.70797e-13     0.793582 -2.25964e-12
     0.100861 -5.70782e-13     0.793562 -2.25964e-12
     0.100862 -5.70768e-13     0.793541 -2.25964e-12
     0.100863 -5.70753e-13     0.793521 -2.25964e-12
     0.100864 -5.70738e-13     0.793501 -2.25964e-12
     0.100865 -5.70724e-13     0.793480 -2.25964e-12
     0.100866 -5.70709e-13     0.793460 -2.25964e-12
     0.100867 -5.70694e-13     0.793439 -2.25964e-12
     0.100868 -5.70679e-13     0.793419 -2.25964e-12
     0.100869 -5.70665e-13     0.793399 -2.25964e-12
     0.100871 -5.70650e-13     0.793378 -2.25964e-12
     0.100872 -5.70635e-13     0.793358 -2.25964e-12
     0.100873 -5.70621e-13     0.793337 -2.25964e-12
     0.100874 -5.70606e-13     0.793317 -2.25964e-12
     0.100875 -5.70591e-13     0.793297 -2.25964e-12
     0.100876 -5.70577e-13     0.793276 -2.25964e-12
     0.100877 -5.70562e-13     0.793256 -2.25964e-12
     0.100878 -5.70547e-13     0.793235 -2.25964e-12
     0.100879 -5.70533e-13     0.793215 -2.25964e-12
     0.100880 -5.70518e-13     0.793194 -2.25964e-12
     0.100881 -5.70503e-13     0.793174 -2.25964e-12
     0.100882 -5.70489e-13     0.793154 -2.25964e-12
     0.100883 -5.70474e-13     0.793133 -2.25964e-12
     0.100884 -5.70459e-13     0.793113 -2.25964e-12
     0.100885 -5.70445e-13     0.793092 -2.25964e-12
     0.100886 -5.70430e-13     0.793072 -2.25964e-12
     0.100887 -5.70415e-13     0.793052 -2.25964e-12
     0.100888 -5.70400e-13     0.793031 -2.25964e-12
     0.100889 -5.70386e-13     0.793011 -2.25964e-12
     0.100890 -5.70371e-13     0.792990 -2.25964e-12
     0.100891 -5.70356e-13     0.792970 -2.25964e-12
     0.100892 -5.70342e-13     0.792949 -2.25964e-12
     0.100893 -5.70327e-13     0.792929 -2.25964e-12
     0.100894 -5.70312e-13     0.792909 -2.25964e-12
     0.100895 -5.70298e-13     0.792888 -2.25964e-12
     0.100896 -5.70283e-13     0.792868 -2.25964e-12
     0.100897 -5.70268e-13     0.792847 -2.25964e-12
     0.100898 -5.70254e-13     0.792827 -2.25964e-12
     0.100899 -5.70239e-13     0.792806 -2.25964e-12
     0.100900 -5.70224e-13     0.792786 -2.25964e-12
     0.100901 -5.70210e-13     0.792766 -2.25964e-12
     0.100902 -5.70195e-13     0.792745 -2.25964e-12
     0.100903 -5.70180e-13     0.792725 -2.25964e-12
     0.100904 -5.70165e-13     0.792704 -2.25964e-12
     0.100905 -5.70151e-13     0.792684 -2.25964e-12
     0.100906 -5.70136e-13     0.792664 -2.25964e-12
     0.100907 -5.70121e-13     0.792643 -2.25964e-12
     0.100908 -5.70107e-13     0.792623 -2.25964e-12
     0.100909 -5.70092e-13     0.792602 -2.25964e-12
     0.100910 -5.70077e-13     0.792582 -2.25964e-12
     0.100911 -5.70063e-13     0.792561 -2.25964e-12
     0.100912 -5.70048e-13     0.792541 -2.25964e-12
     0.100913 -5.70033e-13     0.792521 -2.25964e-12
     0.100914 -5.70019e-13     0.792500 -2.25964e-12
     0.100915 -5.70004e-13     0.792480 -2.25964e-12
     0.100916 -5.69989e-13     0.792459 -2.25964e-12
     0.100917 -5.69974e-13     0.792439 -2.25964e-12
     0.100918 -5.69960e-13     0.792418 -2.25964e-12
     0.100919 -5.69945e-13     0.792398 -2.25964e-12
     0.100920 -5.69930e-13     0.792378 -2.25964e-12
     0.100921 -5.69916e-13     0.792357 -2.25964e-12
     0.100922 -5.69901e-13     0.792337 -2.25964e-12
     0.100923 -5.69886e-13     0.792316 -2.25964e-12
     0.100924 -5.69872e-13     0.792296 -2.25964e-12
     0.100925 -5.69857e-13     0.792275 -2.25964e-12
     0.100927 -5.69842e-13     0.792255 -2.25964e-12
     0.100928 -5.69827e-13     0.792234 -2.25964e-12
     0.100929 -5.69813e-13     0.792214 -2.25964e-12
     0.100930 -5.69798e-13     0.792194 -2.25964e-12
     0.100931 -5.69783e-13     0.792173 -2.25964e-12
     0.100932 -5.69769e-13     0.792153 -2.25964e-12
     0.100933 -5.69754e-13     0.792132 -2.25964e-12
     0.100934 -5.69739e-13     0.792112 -2.25964e-12
     0.100935 -5.69725e-13     0.792091 -2.25964e-12
     0.100936 -5.69710e-13     0.792071 -2.25964e-12
     0.100937 -5.69695e-13     0.792051 -2.25964e-12
     0.100938 -5.69681e-13     0.792030 -2.25964e-12
     0.100939 -5.69666e-13     0.792010 -2.25964e-12
     0.100940 -5.69651e-13     0.791989 -2.25964e-12
     0.100941 -5.69636e-13     0.791969 -2.25964e-12
     0.100942 -5.69622e-13     0.791948 -2.25964e-12
     0.100943 -5.69607e-13     0.791928 -2.25964e-12
     0.100944 -5.69592e-13     0.791907 -2.25964e-12
     0.100945 -5.69578e-13     0.791887 -2.25964e-12
     0.100946 -5.69563e-13     0.791867 -2.25964e-12
     0.100947 -5.69548e-13     0.791846 -2.25964e-12
     0.100948 -5.69534e-13     0.791826 -2.25964e-12
     0.100949 -5.69519e-13     0.791805 -2.25964e-12
     0.100950 -5.69504e-13     0.791785 -2.25964e-12
     0.100951 -5.69489e-13     0.791764 -2.25964e-12
     0.100952 -5.69475e-13     0.791744 -2.25964e-12
     0.100953 -5.69460e-13     0.791723 -2.25964e-12
     0.100954 -5.69445e-13     0.791703 -2.25964e-12
     0.100955 -5.69431e-13     0.791683 -2.25964e-12
     0.100956 -5.69416e-13     0.791662 -2.25964e-12
     0.100957 -5.69401e-13     0.791642 -2.25964e-12
     0.100958 -5.69386e-13     0.791621 -2.25964e-12
     0.100959 -5.69372e-13     0.791601 -2.25964e-12
     0.100960 -5.69357e-13     0.791580 -2.25964e-12
     0.100961 -5.69342e-13     0.791560 -2.25964e-12
     0.100962 -5.69328e-13     0.791540 -2.25964e-12
     0.100963 -5.69313e-13     0.791519 -2.25964e-12
     0.100964 -5.69298e-13     0.791499 -2.25964e-12
     0.100965 -5.69284e-13     0.791478 -2.25964e-12
     0.100966 -5.69269e-13     0.791458 -2.25964e-12
     0.100967 -5.69254e-13     0.791437 -2.25964e-12
     0.100968 -5.69239e-13     0.791417 -2.25964e-12
     0.100969 -5.69225e-13     0.791396 -2.25964e-12
     0.100970 -5.69210e-13     0.791375 -2.25964e-12
     0.100971 -5.69182e-13     0.791337 -2.25964e-12
     0.100972 -5.69143e-13     0.791282 -2.25964e-12
     0.100973 -5.69093e-13     0.791213 -2.25964e-12
     0.100974 -5.69044e-13     0.791145 -2.25964e-12
     0.100975 -5.68994e-13     0.791075 -2.25964e-12
     0.100976 -5.68944e-13     0.791006 -2.25964e-12
     0.100977 -5.68899e-13     0.790944 -2.25964e-12
     0.100978 -5.68850e-13     0.790875 -2.25964e-12
     0.100979 -5.68800e-13     0.790806 -2.25964e-12
     0.100981 -5.68750e-13     0.790736 -2.25964e-12
     0.100982 -5.68701e-13     0.790668 -2.25964e-12
     0.100983 -5.68655e-13     0.790605 -2.25964e-12
     0.100984 -5.68606e-13     0.790536 -2.25964e-12
     0.100985 -5.68556e-13     0.790467 -2.25964e-12
     0.100986 -5.68507e-13     0.790398 -2.25964e-12
     0.100987 -5.68457e-13     0.790329 -2.25964e-12
     0.100988 -5.68412e-13     0.790266 -2.25964e-12
     0.100989 -5.68362e-13     0.790197 -2.25964e-12
     0.100990 -5.68312e-13     0.790128 -2.25964e-12
     0.100991 -5.68263e-13     0.790059 -2.25964e-12
     0.100992 -5.68213e-13     0.789990 -2.25964e-12
     0.100993 -5.68168e-13     0.789927 -2.25964e-12
     0.100994 -5.68118e-13     0.789858 -2.25964e-12
     0.100995 -5.68069e-13     0.789790 -2.25964e-12
     0.100996 -5.68019e-13     0.789720 -2.25964e-12
     0.100997 -5.67969e-13     0.789651 -2.25964e-12
     0.100998 -5.67924e-13     0.789589 -2.25964e-12
     0.100999 -5.67875e-13     0.789519 -2.25964e-12
     0.101000 -5.67825e-13     0.789450 -2.25964e-12
     0.101001 -5.67775e-13     0.789381 -2.25964e-12
     0.101002 -5.67726e-13     0.789312 -2.25964e-12
     0.101003 -5.67680e-13     0.789249 -2.25964e-12
     0.101004 -5.67631e-13     0.789180 -2.25964e-12
     0.101005 -5.67581e-13     0.789111 -2.25964e-12
     0.101006 -5.67531e-13     0.789042 -2.25964e-12
     0.101007 -5.67482e-13     0.788974 -2.25964e-12
     0.101008 -5.67437e-13     0.788911 -2.25964e-12
     0.101009 -5.67387e-13     0.788842 -2.25964e-12
     0.101010 -5.67337e-13     0.788772 -2.25964e-12
     0.101011 -5.67287e-13     0.788703 -2.25964e-12
     0.101012 -5.67238e-13     0.788635 -2.25964e-12
     0.101013 -5.67193e-13     0.788571 -2.25964e-12
     0.101014 -5.67143e-13     0.788502 -2.25964e-12
     0.101015 -5.67094e-13     0.788434 -2.25964e-12
     0.101016 -5.67044e-13     0.788364 -2.25964e-12
     0.101017 -5.66994e-13     0.788295 -2.25964e-12
     0.101018 -5.66949e-13     0.788232 -2.25964e-12
     0.101019 -5.66899e-13     0.788163 -2.25964e-12
     0.101020 -5.66849e-13     0.788094 -2.25964e-12
     0.101021 -5.66800e-13     0.788025 -2.25964e-12
     0.101022 -5.66750e-13     0.787956 -2.25964e-12
     0.101023 -5.66705e-13     0.787893 -2.25964e-12
     0.101024 -5.66655e-13     0.787824 -2.25964e-12
     0.101025 -5.66606e-13     0.787755 -2.25964e-12
     0.101026 -5.66556e-13     0.787686 -2.25964e-12
     0.101027 -5.66511e-13     0.787623 -2.25964e-12
     0.101028 -5.66461e-13     0.787554 -2.25964e-12
     0.101029 -5.66411e-13     0.787485 -2.25964e-12
     0.101031 -5.66362e-13     0.787416 -2.25964e-12
     0.101032 -5.66312e-13     0.787347 -2.25964e-12
     0.101033 -5.66267e-13     0.787284 -2.25964e-12
     0.101034 -5.66217e-13     0.787215 -2.25964e-12
     0.101035 -5.66167e-13     0.787146 -2.25964e-12
     0.101036 -5.66118e-13     0.787077 -2.25964e-12
     0.101037 -5.66068e-13     0.787008 -2.25964e-12
     0.101038 -5.66023e-13     0.786945 -2.25964e-12
